label,text
non_real_time_crisis,"Magnitude 0.99 earthquake 8km NNW of Banning, CA https://t.co/m1q2CIeGwZ"
non_real_time_crisis,"Magnitude 1.6 earthquake 41km WNW of Goldfield, Nevada https://t.co/9gnS19hFzM"
non_real_time_crisis,"Magnitude 1.18 earthquake 5km NW of Boron, CA https://t.co/fIoxSnEqRx"
non_real_time_crisis,this is some earthquake weather
non_real_time_crisis,I'm predicting an earthquake this week wtf
non_real_time_crisis,"Earthquake at Kagoshima-wan, Magnitude 2.4. Depth 10.0 km. https://t.co/0RqaXSZWBi #earthquake #kagoshima-wan"
non_real_time_crisis,"Magnitude 1.34 earthquake 9km SSE of Mammoth Lakes, California https://t.co/54uziuUAYE"
non_real_time_crisis,emotional earthquake
non_real_time_crisis,Where my earthquake weather ppl at
non_real_time_crisis,2.46 earthquake occurred near New Zealand at 00:14 UTC! #earthquake #NewZealand https://t.co/auMxO6tEhD
non_real_time_crisis,This that earthquake weather
non_real_time_crisis,me: there's no such thing as earthquake weather but also me: https://t.co/2FcJL1f5br
non_real_time_crisis,isn't this earthquake weather?
non_real_time_crisis,A 5.2 magnitude earthquake occurred in North Atlantic Ocean. Details: https://t.co/vCwABQo0TW Map: https://t.co/cJCfJD19EQ
non_real_time_crisis,Earthquake near North Atlantic Ocean at 00:16 UTC has been changed from magnitude 5.4 to 5.2. #earthquake https://t.co/xjeuUH6xoU
non_real_time_crisis,Retweeted Earthquake Robot (@earthquakeBot):  A 5.2 magnitude earthquake occurred in North Atlantic Ocean.... https://t.co/1w6iuqHqUc
non_real_time_crisis,"5.2 earthquake, North Atlantic Ocean. 2017-08-02 00:16:13 UTC at epicenter (21m ago, depth 10km). https://t.co/KBBAuWtX8u"
non_real_time_crisis,When new #StarTrekDiscovery theme is played on a soundstage it feels like an earthquake is taking place. @scj
non_real_time_crisis,@PrincessDuck earthquake weather
non_real_time_crisis,"If you tweet ""earthquake weather"" you get unfollowed, I don't put up with that shit "
non_real_time_crisis,"NewEarthquake: 5.2 earthquake, North Atlantic Ocean. 2017-08-02 00:16:13 UTC at epicenter (21m ago, depth 10km). https://t.co/V0rwZh3dPP"
non_real_time_crisis,#FREE #romance novella UNSTABLE GROUND - two former lovers trapped by an earthquake together.â€¦ https://t.co/QlViR2Uqn5
non_real_time_crisis,RT @alanacordero: This that earthquake weather y'all be ready
non_real_time_crisis,This aint no earthquake weather...this is some Mexico weather aha
non_real_time_crisis,Waiting for someone to say earthquake weather
non_real_time_crisis,This some earth quake weather. And I am not here for it.
non_real_time_crisis,This is earthquake weather.. or something the earth trynna warn us tho
non_real_time_crisis,Sick earthquake weather lmao
non_real_time_crisis,Oh but wait till an earthquake hits CA and they need Federal $ to bail them out of a tragedy https://t.co/biACg0RsGu
non_real_time_crisis,"#earthquake Magnitude 2.2 occurred 80km ESE of Whittier, Alaska 2017-08-01T17:49:47.616Z UTC #didyoufeelit? https://t.co/T95DwaQtB1"
non_real_time_crisis,"1.6 magnitude #earthquake. 26 mi from #Inyokern, CA, United States https://t.co/x4E06YraoN"
non_real_time_crisis,"And it is HELLA earthquake weather in Los Angeles today, man..."
non_real_time_crisis,This is some earthquake weather...
non_real_time_crisis,This is earthquake weather and that scares the shit out of me.
non_real_time_crisis,"#earthquake Magnitude 1.47 occurred 15km SE of Lincoln, Montana 2017-08-01T17:52:13.250Z UTC #didyoufeelit? https://t.co/nRliyHc7CO"
non_real_time_crisis,It's earthquake weather right meow
non_real_time_crisis,Watch these dumb fucks tweet about earthquake weather.
non_real_time_crisis,94 degrees and it's raining... I hope an earthquake doesn't strike. 
non_real_time_crisis,"""wow, its earthquake weather"""
non_real_time_crisis,Is this earthquake weather or climate change 
non_real_time_crisis,"If anyone says earthquake weather, prepared to get slapped"
non_real_time_crisis,Bro this is earthquake weather
non_real_time_crisis,"The weather in LA right now my mom would have dubbed ""earthquake weather"". Hold onto your butts."
non_real_time_crisis,Bill the drunk bought a cow and then ate some steak before waking up to an earthquake
non_real_time_crisis,"Ah yes, the ""was it an earthquake or was it the house demolishing next door"" season of the year"
non_real_time_crisis,the possibility of an earthquake here is so high time 2 Die
non_real_time_crisis,Jenny is freaking out over a possible earthquake and I'm freaking out bc I wanna get in the pool BUT I SHOWERED 
non_real_time_crisis,"1.1 earthquake occurred 23km NNE of Manley Hot Springs, Alaska at 00:53 UTC! #earthquake #ManleyHotSprings https://t.co/mUzYbbjnBQ"
non_real_time_crisis,If there's an earthquake while I'm at the gym &amp; I fall off the elliptical.....
non_real_time_crisis,All we need is the big earthquake the experts predict &amp; Bam !!! Cal exits. Right into the Pacific !!#Calexit
non_real_time_crisis,Why the fuck is it raining? This is earthquake weatherâ›ˆâš¡ï¸
non_real_time_crisis,I know the earthquake is comin. The weather has been shit lately.
non_real_time_crisis,this weather is sus I'm sensing an earthquake 
non_real_time_crisis,"""There's going to be a earthquake"" ""This is earthquake weather hold on to Josiah!"" Lol my little brother is so funny and cute."
non_real_time_crisis,earthquake weather
non_real_time_crisis,An old drunk nigga wielding a 211 told me the high humidity and scattered thunderstorms means an earthquake should occur shortly
non_real_time_crisis,Where this earthquake at?
non_real_time_crisis,We're getting an earthquake soon
non_real_time_crisis,It's 90 degrees. It's raining. When is the earthquake???
non_real_time_crisis,earthquake weather 
non_real_time_crisis,Dude this rain and heat is freaking me out and I really don't wanna be home alone when the earthquake hits. Can it be 7 already ?
non_real_time_crisis,This is earthquake weather according to every Mexican mother EVER
non_real_time_crisis,"Magnitude 1.1 earthquake 23km NNE of Manley Hot Springs, Alaska https://t.co/pL7IzEJ82h"
non_real_time_crisis,The animated map that reveals the 'startling' growth of earthquakes in Oklahoma - Daily Mail #Earthquake https://t.co/eiqvMf6lrS
non_real_time_crisis,Mega-tsunami in Greenland caused by landslide not earthquake - Yahoo7 News #Earthquake https://t.co/vHsdM9neIA
non_real_time_crisis,"Magnitude 1.12 earthquake 15km NE of Little Lake, CA https://t.co/cjjLraH1bh"
non_real_time_crisis,"Magnitude 1.3 #earthquake, 24.8 km SE of Mammoth Lakes, CA https://t.co/mOXuAdCdHW"
non_real_time_crisis,"0.0 earthquake occurred 25km SE of Mammoth Lakes, California at 01:17 UTC! #earthquake #MammothLakes https://t.co/spgsmMZlk5"
non_real_time_crisis,"Magnitude 1.32 earthquake 15km NE of Little Lake, CA https://t.co/yomCAI7M3f"
non_real_time_crisis,"0.94 earthquake occurred 3km NW of Valle Vista, CA at 01:12 UTC! #earthquake #ValleVista https://t.co/OKuh536TmN"
non_real_time_crisis,"1.9 magnitude #earthquake. 25 km from Mammoth Lakes, #CA, United States https://t.co/dwslpUrGNP"
non_real_time_crisis,"Magnitude 0.37 earthquake 15km NE of Little Lake, CA https://t.co/qM9M1NWTPn"
non_real_time_crisis,Magnitude 5.2 earthquake North Atlantic Ocean https://t.co/CgKUDYRcjx
non_real_time_crisis,"2.5 earthquake close to San Juan Bautista, CA, United States at 01:21 UTC! #earthquake https://t.co/z8kjnbNMeW"
non_real_time_crisis,"Magnitude 1.71 earthquake 15km NE of Little Lake, CA https://t.co/7RhLfWS7c9"
non_real_time_crisis,5.2 earthquake! Tue Aug 01 20:16:13 EDT 2017 near North Atlantic Ocean https://t.co/AFIJ7UjzYQ
non_real_time_crisis,"USGS:M 2.5 - 2km SW of San Juan Bautista, California https://t.co/UdqiLBZf2p #earthquake https://t.co/qtKumv4MIS"
non_real_time_crisis,#Terremoti nel #Mondo MD 2.5  CENTRAL CALIFORNIA https://t.co/1Q2SbTcMph #Terremoto #earthquake by emsc
non_real_time_crisis,"QuakesToday: 2.5 magnitude #earthquake. 23 km from #MammothLakes, CA, United States https://t.co/pAauqZKDwD"
non_real_time_crisis,Welp better get ready for that earthquake we're overdue for 
non_real_time_crisis,fuck this earthquake weather
real_time_crisis,F*cking hell...my wife and kids are in Tokyo and they're in the middle of an earthquake   Jesus Murphy just how crap can one day get?
real_time_crisis,Was Facetiming my brother in Tokyo when an earthquake . It wasn't strong but took a long time. Glad that he's ok. #tokyo #earthquake
real_time_crisis,I just called my grandma asking if she was ok because of the 6.2 earthquake and she went huh? when?
real_time_crisis,There was an earthquake in Sichuan last night. Thankfully Lin Fan &amp; Yuxuan's families are okay. Our thoughts go out to the families affected
real_time_crisis,"There was an earthquake this past night, and the epicenter was right in my parents town x)"
real_time_crisis,just helped a customer who just came to the U.S after he experienced and witnessed the earthquake in mexico... so sad
real_time_crisis,"My pan dulce plug is back, &amp; he started crying while telling me his experience with the earthquake in Mexico á½¢A"
real_time_crisis,"Finally able to hear from my uncle and know that he and his daughters are safe, the earthquake did not affect them to much #bless #mexico"
real_time_crisis,"""Heart literally sank the fact that Mexico City was hit by a major earthquake. Currently checking on family."""
real_time_crisis,"""When you call your dad in Mexico and the first thing he says is ""We were just in a major earthquake""  #PrayForMexico """
real_time_crisis,The earthquake videos coming in from Mexico are absolutely terrifying.
real_time_crisis,My mom messaged my cousins in Oaxaca to make sure they are okay and one of them said she didnt even feel the earthquake 
real_time_crisis,Mom just informed me that one of my cousins went missing during the earthquake but everyone else is fine 
non_real_time_crisis,Is it me or was it the earthquake
non_real_time_crisis,Can you answer this? The major earthquake that struck Japan was not far offshore https://t.co/sfA9VQhE02
non_real_time_crisis,shook my world up like an earthquake
non_real_time_crisis,"@jessicakajones download a file named ""earthquake"""
non_real_time_crisis,How is it sprinkling and gloomy yet still 100 degrees outside?? This is earthquake weather for sure 
non_real_time_crisis,"75 years since the 1942 Wellington #earthquake, but quiet, there's a war on. #eqnz https://t.co/O3yzfbMsTQ"
non_real_time_crisis,During an earthquake #IsTheWorstTimeTo build a house of cards.
non_real_time_crisis,Yuh seh yuh feel ert. Guh tell a earthquake.
non_real_time_crisis,"75 years since the 1942 Wellington #earthquake, but quiet, there's a war on. #eqnz https://t.co/PRwGvhs31F"
non_real_time_crisis,Got your message Frankie!  Following you on Twitter now! Can't wait for weather and earthquake updates!â€¦ https://t.co/GfBmXRmxf9
non_real_time_crisis,in yoga today i thought there was an earthquake and i was preparing to die https://t.co/MCd1CqmnHy
non_real_time_crisis,Was there an earthquake or flood south of the border I missed that would justify taking in this magnitude of refugeâ€¦ https://t.co/4Ya7vZfYDQ
non_real_time_crisis,Here come the earthquake tweets
non_real_time_crisis,Cue earthquake tweets
non_real_time_crisis,Okay fuck the earthquake shit. Way too many in the last 24 hours.
non_real_time_crisis,It's earthquake season!
non_real_time_crisis,Obligatory earthquake tweet
non_real_time_crisis,My camera roll would cause a social media earthquake G oh D
non_real_time_crisis,i hope after the eclipse the cascadia earthquake happens and the apocalypse begins
non_real_time_crisis,Hi there I have tweeted from Japan. Japan is a place very often earthquake. The big earthquake. And even dangerous nuclear power plant.
non_real_time_crisis,"@adamcarolla That was awesome...but then, pretty typical stuff I'd expect from your average earthquake retro-fitterâ€¦ https://t.co/UQ7dPHXwSR"
non_real_time_crisis,Some think this area was liquified in an ancient earthquake which distorted the sandstone layersâ€¦ https://t.co/dzygWNfpyb
non_real_time_crisis,CM KP directs to expedite work on allotment of plots to earthquake affectees in New Balakot city - Radio Pakistan â€¦â€¦ https://t.co/d3WCHUWctV
non_real_time_crisis,"Emotional earthquake, bring on disaster"
non_real_time_crisis,Funding results for earthquake recovery welcomed https://t.co/Frcc2tRThF
non_real_time_crisis,Shake it like an earthquake. #ruebot
non_real_time_crisis,"Here comes another Chinese earthquake, ebrbrbrbrbbrbrrbbrrbrbrbrbrbrbrbrbrbrbrbrbr"
non_real_time_crisis,"@48thAve @FluorescentGrey The big earthquake was 1989. Yeah, working and school and not much else in those days."
non_real_time_crisis,Bill the fat guy sold a trailer home and then got in a fight before waking up to an earthquake
non_real_time_crisis,Once upon a time when earthquake !! https://t.co/c4EFZUwFOG
non_real_time_crisis,Every time my heart beats to hard while I'm relaxed I think there's an earthquake
non_real_time_crisis,"Written SFX for an earthquake, go."
non_real_time_crisis,"@ImaTouchole2 Except for the impending Cascadia mega earthquake of doom, it's a pretty great place to live :)"
non_real_time_crisis,"The Ventura-Pitas Point fault may be capable of a San Andreas-size earthquake, scientists sayâ€¦ https://t.co/Dzc86GKbZf"
non_real_time_crisis,"@ConfusedMindzz [holds onto him as he does that] Hey, we are not in an earthquake"
non_real_time_crisis,"In honor of the Bay Bridge Series coming to SF, here's a look at my uncle @psangimino's story of the 1989 earthquake https://t.co/giJYlGMZGH"
non_real_time_crisis,"If you think I'm lying when I text you ""sorry I fell asleep"" then you don't know me well enough cause I could sleep through an earthquake"
non_real_time_crisis,istg if there's another earthquake tonight...
non_real_time_crisis,"@MycaLynn Well, when the next big earthquake hits wonder who'll they get federal aid from?"
non_real_time_crisis,Get ready to rumble: A guide to earthquake preparedness https://t.co/iFug8y2aqL via @seattletimes
non_real_time_crisis,@pcgonerad @whaeavee This is a new development since the earthquake. They stand around the car park entrances and dâ€¦ https://t.co/UanGjHfIkk
non_real_time_crisis,The earthquake that interrupted the '89 World Series https://t.co/p6KKj7iTks
non_real_time_crisis,game: earthquake or am I actually that high
non_real_time_crisis,Sony financial report tops estimates thanks to smartphone sensors and earthquake recovery https://t.co/m3ZbfkOu0L #photography #cinematogrâ€¦
non_real_time_crisis,Inside the bizarre resort with earthquake-proof dome-shaped huts https://t.co/yQVOkr9E2k via @travelmail
non_real_time_crisis,There is a earthquake.. in my pants
non_real_time_crisis,Im not sleeping tonight because Im worried about #TheBigOne earthquake hitting or the Yellowstone volcano erupting while in LA. This is fine
non_real_time_crisis,Live visualisation of frack water reinjection earthquakes USA #NTPOL #auspol https://t.co/gL3H0JcuzF
non_real_time_crisis,people love to play up earthquakes by a fuckton i just watched footage of a 7.4 earthquake that did barely anything besides throw some boxes
non_real_time_crisis,Fucked up weather. Most likely an earthquake is going to hit
non_real_time_crisis,@LaurieMit @OklaEarthquake Yea. It kind of is. Remember when this whole earthquake swarm stuff started? It ... https://t.co/UrSNzvgllU
non_real_time_crisis,"""Wen yuh touch mi d earth shake/ ah must've you cause Haiti earthquake"" - Adidja Palmer https://t.co/fOs7gdNH3V"
non_real_time_crisis,"""Our Enemies aren't several 100,000 away. They're right here in front of us""ã€"
non_real_time_crisis,@HamidMirPAK sir i just imagined if AG belonged to PMLN and NS was the msg sender it wud be 7.5 magnitude earthquake on social media 
non_real_time_crisis,"@jimmykdoyle Note: I don't like when anyone is harmed from earthquakes or tornado, flood."
non_real_time_crisis,@SpencerFernando 1- @JustinTrudeau brings hundreds of illegal Haitian refugees who escaped the 2010 earthquake and settled temporary in US.
non_real_time_crisis,I wonder if the folks in Oklahoma regret allowing #fracking in their state. Solar &amp; Wind don't cause #earthquakes  https://t.co/6pWxTtIqe6
non_real_time_crisis,Imagine a terrible earthquake and you're the one that rescues Cher from her floating tsunami ball
non_real_time_crisis,Check out this item in my Etsy shop https://t.co/JocPFdkciy #statueofliberty #immigration #à¸
non_real_time_crisis,@bassnote Going to try sleep. Turn off the earthquake machine please 
non_real_time_crisis,@TexasSheri @LaurieMit Do you know how crazy it feels when you are in the middle of a prayer and a earthquake occurs
non_real_time_crisis,"Therefore, @JnnyG @thomyorke, an additional date to #sferisterio? Or give us the chance to meet you! #earthquake "
non_real_time_crisis,The latest Heartbeat of Humanity! https://t.co/TEYN4RGxrg Thanks to @EQAlert @JBaz2006 @kazuo_y #earthquake #quake
non_real_time_crisis,Analyst: â€œRomaniaâ€™s next large earthquake could take place in 2040â€
non_real_time_crisis,Cause the earth quake. https://t.co/D6h1xfhrUp
non_real_time_crisis,Construction or earthquake? Summer dilemmas...
non_real_time_crisis,Anyone else notice that it's earthquake weather and it's also the battle of the bay today... sound familiar San Francisco?????????????
non_real_time_crisis,Damn!!! Its like earthquake Palooza here today!!!
non_real_time_crisis,@Illyaaas_ phone jatuh earthquake 
non_real_time_crisis,"@fatima_ishfaq @Asma_Jahangir i remember you..moeed pirzada ki follower,,,hahaha,,,the earthquake avenger"
non_real_time_crisis,I'm alone at work listening to Pitbull Don't talk to me about solid life choices &amp; don't judge I'm about to start an earthquake w/this ass 
non_real_time_crisis,"Shake, rattle, &amp; roll. Good golly Miss Molly. Not rock &amp; roll, but earthquake gyrations rocking the house. Do they give a frack?"
non_real_time_crisis,Stop the fracking before my house falls down! #earthquake #Fracking #environment https://t.co/lvFNBgntyG
non_real_time_crisis,You can thank fracking for those earthquakes btw https://t.co/LUItDgUL6I
non_real_time_crisis,"""this is earthquake weather"" mr g is about to jinx us â€"
non_real_time_crisis,Crowdfunding bid by Havering family to bring 62-year-old grandmother home after shock death on ... https://t.co/FW1HufT8kE #crowdfunding #â€¦
non_real_time_crisis,Haitians who came to Canada following 2010 earthquake have already been subject to deportation for almost 3 years. https://t.co/R27G91xV1S
non_real_time_crisis,@bellaafusco what about cake on earthquake
non_real_time_crisis,"@Kathleen_Weil kick this vermin the f**k out of Canada, wtf are you thinking, you're creating a civil war, the earthquake was 7 years ago!!!"
non_real_time_crisis,Feels like earthquake weather.
non_real_time_crisis,@tejindarbedi @republic Y don't you along with  your pappu come out with a earthquake of panama papers
non_real_time_crisis,@ConnorSouthard Lol we're supposed to have a 9.0+ earthquake up here any second -- literally -- and I have all of mâ€¦ https://t.co/3pSkEgDBdH
non_real_time_crisis,"You know just how to make my heart beat faster Emotional earthquake, bring on disaster You hit me head-on, got me weak in my kneesâ™¥"
